RFs-ID,x-coordinate,y-coordinate,House-price,House-rent,capacity
232, 116.7897171, 40.08908436, 30280, 432, 27
1023, 116.3460874, 39.65655647, 30084, 426, 26
1100, 116.2939233, 39.62632165, 35642, 514, 12
1734, 116.3852162, 39.91824252, 182722, 2558, 0
0, 116.5548186, 39.76734085, 62166, 878, 29
670, 116.2156955, 39.88807577, 78635, 1067, 5
717, 116.2287318, 39.7774066, 30895, 450, 7
1793, 116.2939233, 39.98860877, 137206, 1921, 1
1134, 116.4634864, 40.00870803, 87852, 1230, 1
1533, 116.5026268, 39.88807577, 68371, 957, -6
1440, 116.150525, 39.92829675, 52363, 763, 6
39, 116.2939233, 39.73713826, 49396, 691, -4
34, 116.4895796, 39.87801878, 103078, 1443, 1
1850, 116.2548064, 39.81766108, 89119, 1248, 0
915, 116.5678672, 39.94840323, 62642, 877, 6
459, 116.5026268, 39.90818763, 70928, 992, 16
1250, 116.2939233, 40.03885287, 79280, 1109, 7
630, 115.9942008, 39.71699862, 27013, 378, 0
1558, 116.2548064, 39.98860877, 110323, 1544, -8
632, 116.3852162, 39.92829675, 169993, 2379, 23
330, 116.8027675, 40.15939055, 27780, 397, 14
515, 116.7766667, 40.32003595, 17182, 248, 7
837, 116.2808837, 39.73713826, 40772, 582, 24
1462, 116.5417702, 39.92829675, 58261, 824, 4
1958, 116.2548064, 40.13930497, 32842, 464, 12
1209, 116.3852162, 39.84784339, 68371, 957, 62
418, 116.8158178, 40.14934794, 27904, 394, 39
950, 116.4113045, 39.87801878, 122887, 1720, 19
1231, 116.5156743, 39.66663267, 22273, 314, 11
78, 116.6070145, 40.11921792, 16352, 234, 50
1033, 116.1896251, 39.91824252, 54449, 777, 64
468, 116.2287318, 40.02880511, 69212, 968, 0
1071, 116.5678672, 40.03885287, 72074, 1009, -3
352, 116.4243493, 40.01875684, 121322, 1698, 6
1284, 116.4243493, 39.95845553, 89480, 1252, -3
1714, 116.5026268, 39.86796106, 51455, 750, 6
1432, 116.4634864, 39.70692738, 120149, 1682, -9
854, 116.3069634, 40.21963965, 45715, 660, 10
9, 115.9681599, 39.69685518, 22769, 325, 16
56, 116.4634864, 39.78747148, 62317, 872, -4
1428, 116.5809161, 39.7774066, 47452, 678, 45
104, 116.4895796, 39.9685072, 40243, 586, 22
1581, 116.7244649, 39.84784339, 41310, 578, -16
13, 116.5678672, 40.05894688, 40065, 584, 27
1067, 116.2287318, 40.29995806, 59591, 834, 7
807, 116.7636163, 40.16943283, 32856, 460, -6
1618, 116.5026268, 39.79753552, 30249, 432, 13
364, 116.7375153, 39.84784339, 40488, 578, 25
207, 116.3460874, 40.14934794, 37479, 541, 4
243, 116.2287318, 40.07903898, 71130, 996, 4
1849, 116.5678672, 39.70692738, 26303, 379, 12
1929, 116.0853743, 39.9685072, 32274, 470, 12
700, 116.0332695, 39.82772264, 24194, 352, 22
878, 116.1765909, 40.07903898, 77508, 1084, 3
333, 116.4765328, 39.57590861, 21612, 314, 8
1932, 116.828868, 40.34011337, 27708, 396, 12
639, 116.2808837, 39.51537506, 27161, 387, 4
668, 115.7729948, 39.61624124, 32178, 459, 31
1080, 116.150525, 39.80759871, 49362, 691, -29
165, 116.0202456, 39.87801878, 35168, 507, 7
179, 116.2156955, 39.9685072, 64928, 918, 1
199, 116.2548064, 39.59607716, 29853, 435, 10
1384, 116.6592135, 39.90818763, 46839, 675, 9
898, 116.3330455, 40.07903898, 54917, 769, -3
1057, 116.4243493, 39.8579026, 70223, 982, 0
705, 116.7636163, 40.42042068, 13904, 199, 0
1065, 116.7114145, 40.29995806, 25948, 378, 7
100, 117.2593655, 40.19955779, 21683, 309, 19
55, 116.7766667, 40.6412949, 18763, 262, 17
1662, 116.7636163, 39.88807577, 99046, 1387, 1
941, 116.2678448, 39.95845553, 88923, 1245, 61
531, 116.0593201, 39.92829675, 31410, 448, 25
990, 116.5417702, 39.80759871, 13696, 195, 0
1177, 116.5417702, 40.06899316, 41719, 590, 22
77, 116.3982601, 39.99865868, 171452, 2400, 0
1474, 116.3982601, 39.74720669, 41441, 604, 13
1500, 116.3200042, 39.81766108, 53025, 765, 45
599, 116.7505658, 39.79753552, 25256, 354, 3
1129, 116.2808837, 40.2296802, 49848, 698, -3
742, 116.3982601, 39.84784339, 58638, 829, 0
542, 116.4373946, 39.89813205, 124397, 1741, 1
896, 116.150525, 39.64647925, 16109, 235, 27
857, 116.3460874, 40.12926163, 62418, 873, -4
1269, 116.7636163, 40.37022889, 17010, 248, 15
160, 116.5417702, 39.7774066, 79648, 1114, 20
1838, 116.3200042, 39.99865868, 79412, 1111, 0
836, 116.5156743, 39.95845553, 77630, 1087, 0
260, 116.3200042, 40.03885287, 99307, 1404, 13
1844, 116.3460874, 39.88807577, 128465, 1798, 4
1812, 116.6983641, 39.74720669, 30665, 429, -8
278, 116.1896251, 39.75727422, 40108, 560.66, 27
1320, 116.2548064, 40.24976058, 46990, 685, 7
1254, 116.3591298, 40.06899316, 64543, 912, 4
833, 116.7505658, 40.14934794, 29677, 432, 16
383, 116.4113045, 39.95845553, 118832, 1663, 66
1043, 117.063738, 40.29995806, 53531, 750, -10
1466, 116.4765328, 39.81766108, 41764, 596, 9
1614, 116.5678672, 39.95845553, 78976, 1105, -16
375, 116.1765909, 39.92829675, 48063, 672, 30
1244, 116.9071666, 40.12926163, 21301, 310, 16
1802, 116.3460874, 39.78747148, 43970, 615, -13
634, 116.9071666, 40.06899316, 28274, 396, -1
26, 116.3591298, 39.8579026, 66436, 930, -4
1324, 116.2808837, 39.69685518, 31941, 456, 2
1330, 116.2156955, 39.76734085, 32162, 450, -1
629, 116.5156743, 40.12926163, 62067, 869, -2
420, 116.6592135, 39.83778341, 39357, 555.81, 12
1050, 116.5417702, 39.83778341, 68609, 960, -6
349, 116.2026599, 39.69685518, 54090, 757, 24
1503, 116.1765909, 40.01875684, 70993, 993, -3
315, 115.955141, 39.83778341, 14260, 205, 1
900, 116.5026268, 40.40034399, 25585, 362, 4
219, 115.9681599, 40.45053593, 30079, 424, 16
949, 116.150525, 39.87801878, 40458, 589, 19
813, 116.2417688, 40.03885287, 116572, 1632, 0
998, 116.2678448, 40.08908436, 114906, 1609, 10
1450, 116.6461635, 40.12926163, 61201, 856, 0
1354, 116.1114321, 39.9685072, 26629, 380, 22
444, 116.7766667, 40.48065176, 24674, 349, 9
1147, 116.1244622, 40.19955779, 26817, 386, 22
411, 116.2026599, 40.11921792, 59501, 841, 2
1272, 116.0332695, 40.47061306, 23691, 338, 12
489, 116.2939233, 40.08908436, 65057, 910, 1
1425, 116.3330455, 40.17947479, 23433, 338, 3
1193, 116.7505658, 40.21963965, 35774, 511, 7
1292, 116.1896251, 40.09912929, 84848, 1188, 20
753, 116.2417688, 39.97855828, 87805, 1228, 1
1691, 116.4504403, 39.59607716, 22809, 322, 21
673, 116.0853743, 39.74720669, 58517, 836, 8
775, 116.6592135, 40.21963965, 31157, 435, 12
1484, 116.8941173, 39.78747148, 26650, 373, -14
1465, 116.2678448, 39.83778341, 48968, 685, -1
892, 116.2548064, 40.08908436, 100151, 1401, -42
1210, 116.3591298, 39.86796106, 79964, 1130, 16
766, 116.7114145, 39.94840323, 58984, 825, 22
1485, 116.7375153, 39.9685072, 35921, 518, 14
1554, 116.5156743, 39.93835031, 115008, 1610, 0
498, 116.4113045, 39.94840323, 157068, 2198, 9
1951, 116.2287318, 40.00870803, 121630, 1702, 0
615, 116.5287221, 39.81766108, 76824, 1086, 6
1314, 116.2417688, 39.90818763, 74596, 1044, 12
1276, 116.4504403, 39.99865868, 83785, 1172, -6
1470, 116.1244622, 40.07903898, 58483, 818, 10
644, 116.0853743, 39.90818763, 52727, 768, 25
350, 116.6331137, 39.61624124, 28953, 409, 46
288, 116.9332647, 40.05894688, 27160, 396, 19
467, 116.3330455, 39.99865868, 55420, 776, 21
637, 116.150525, 40.10917381, 50096, 729, 13
1436, 116.1896251, 40.17947479, 29903, 418, -26
1797, 115.7209975, 39.8579026, 15468, 216, -4
982, 116.3982601, 39.66663267, 16327, 237, 17
452, 116.3721728, 39.89813205, 197036, 2786, 51
1083, 116.2548064, 39.7774066, 35347, 514, 19
387, 116.2156955, 40.02880511, 68520, 968, 3
714, 116.1896251, 39.73713826, 53374, 770, 5
1149, 116.3982601, 40.05894688, 79386, 1111, 22
689, 116.620064, 40.09912929, 23577, 339, 4
928, 116.2678448, 39.99865868, 106859, 1510, 12
992, 116.8158178, 39.75727422, 21588, 302, 0
240, 116.2548064, 39.52546697, 28622, 400, -12
1631, 116.1114321, 39.93835031, 46594, 665, 9
326, 116.3460874, 40.04890012, 130602, 1828, 0
815, 116.2026599, 39.98860877, 77834, 1089, 14
559, 116.3721728, 39.95845553, 178875, 2504, -21
556, 116.7375153, 39.7774066, 24260, 354, 9
164, 116.3721728, 39.99865868, 101221, 1417, 3
1564, 116.3330455, 39.74720669, 42511, 595, -14
856, 116.5939652, 39.8579026, 54756, 798, 30
126, 116.7897171, 39.79753552, 21117, 301, 18
1889, 116.0853743, 39.87801878, 23516, 328, 12
1854, 116.7505658, 40.07903898, 45719, 666, 12
1085, 116.3460874, 39.99865868, 133293, 1866, 21
399, 116.2026599, 40.20959886, 31411, 448, 17
72, 116.3330455, 39.88807577, 144468, 2042, 57
933, 116.1114321, 39.91824252, 34266, 499, 18
1196, 116.2548064, 39.87801878, 83447, 1180, 0
108, 116.3852162, 39.79753552, 44188, 637, 11
490, 116.5026268, 39.8579026, 61182, 856, -8
1865, 115.7990013, 39.55573548, 32178, 459, 12
759, 116.5287221, 40.05894688, 102298, 1431, 12
1886, 116.3721728, 39.84784339, 64303, 900, 1
839, 116.4373946, 39.88807577, 102502, 1435, 157
671, 116.6592135, 40.19955779, 47121, 680, 23
220, 115.955141, 40.00870803, 14778, 206, -13
1924, 116.6722636, 39.8579026, 59602, 834, 5
339, 116.2808837, 39.95845553, 170470, 2387, 101
1374, 116.2026599, 40.08908436, 68659, 961, 5
1602, 116.4373946, 39.76734085, 47508, 672, 34
42, 116.1244622, 39.63640098, 16770, 235, -2
1022, 116.0853743, 39.80759871, 29054, 406, -21
680, 116.6853138, 39.94840323, 33515, 469, 48
117, 116.5287221, 39.64647925, 21612, 314, 51
1745, 115.9942008, 39.90818763, 44677, 625, -9
306, 116.2156955, 39.79753552, 61451, 860, 10
1648, 116.3460874, 39.68678201, 27944, 399, 1
1771, 116.4895796, 40.09912929, 103945, 1455, 0
1507, 116.5809161, 39.95845553, 61322, 858, -7
645, 116.0853743, 40.09912929, 58483, 818, 62
1459, 116.4113045, 39.89813205, 80342, 1124, 2
1589, 116.0072227, 39.70692738, 23568, 330, -5
1145, 115.9942008, 39.58599345, 14148, 204, 0
122, 116.5548186, 39.94840323, 58463, 826, 19
1251, 116.0984028, 40.2296802, 25114, 366, 19
1259, 116.5287221, 39.83778341, 50480, 721, 3
1707, 116.5026268, 40.09912929, 110772, 1550, -5
1549, 115.9160907, 39.73713826, 15313, 216, 1
1093, 116.6070145, 40.15939055, 33288, 465, -1
913, 116.5026268, 39.98860877, 68427, 958, 63
627, 116.2808837, 39.92829675, 88304, 1236, -7
1629, 116.4895796, 40.00870803, 87360, 1222, 12
732, 116.5026268, 39.69685518, 43566, 634, 11
221, 116.4113045, 39.86796106, 85757, 1201, 41
777, 116.4504403, 39.83778341, 56135, 786, 0
782, 115.5651406, 39.79753552, 14858, 216, 12
733, 116.3200042, 39.94840323, 101230, 1416, 5
1898, 116.3200042, 39.93835031, 80616, 1140, 0
1538, 116.4895796, 39.67670784, 23039, 322, -25
1185, 116.6461635, 39.83778341, 40563, 573, 12
337, 116.620064, 39.91824252, 36601, 534, 17
1610, 116.5809161, 39.82772264, 25255, 354, -8
323, 116.6331137, 40.20959886, 29709, 424, 28
1761, 116.2548064, 40.20959886, 47195, 667, 12
1025, 116.5026268, 40.05894688, 94028, 1316, 0
603, 116.1635576, 39.73713826, 38810, 565, 14
1965, 116.0332695, 39.93835031, 31410, 448, 12
1107, 116.2548064, 40.09912929, 37245, 542, 26
