RFs-ID,x-coordinate,y-coordinate,House-price,House-rent,capacity
982, 116.3982601, 39.66663267, 16659, 237, 17
1587, 116.4373946, 39.90818763, 89899, 1258, 1
1690, 116.2417688, 39.82772264, 47813, 675, 3
437, 116.828868, 40.07903898, 28920, 409, 30
9, 115.9681599, 39.69685518, 23231, 325, 16
1763, 116.7897171, 39.76734085, 39278, 549, -10
1396, 116.3330455, 40.01875684, 101986, 1428, -7
1017, 116.0202456, 39.76734085, 18544, 265, 28
1333, 116.5156743, 39.97855828, 61841, 865, 5
250, 116.4765328, 39.92829675, 91531, 1281, 14
216, 116.3069634, 40.07903898, 51629, 722, -22
743, 116.5548186, 39.9685072, 141744, 1984, 0
1878, 116.5809161, 40.10917381, 21596, 302, 12
844, 116.6331137, 39.87801878, 41111, 580, 16
1501, 116.3200042, 40.25980045, 47114, 660, 12
1880, 116.3200042, 39.80759871, 54966, 784, 12
1132, 116.5417702, 40.16943283, 33019, 471, 17
1529, 116.1896251, 39.99865868, 90464, 1266, -9
1445, 116.2548064, 39.86796106, 64185, 897, -11
1415, 116.5156743, 40.07903898, 94102, 1317, 0
1307, 116.1765909, 39.7774066, 49661, 709, 14
1925, 116.7244649, 39.71699862, 30054, 429, 12
453, 116.2678448, 39.93835031, 117341, 1642, 21
315, 115.955141, 39.83778341, 14549, 205, 24
123, 116.828868, 40.06899316, 28631, 409, 3
1868, 116.2808837, 39.67670784, 23522, 332, 12
1531, 116.4634864, 39.93835031, 100774, 1411, -10
435, 116.1374932, 39.72706891, 26681, 376, 3
134, 115.8120065, 40.01875684, 14630, 206, 4
201, 116.2808837, 39.94840323, 144698, 2025, 2
699, 116.2939233, 40.07903898, 69343, 970, 13
1046, 116.2287318, 39.97855828, 32002, 457, 15
592, 116.6722636, 40.08908436, 39959, 559, -1
326, 116.3460874, 40.04890012, 130602, 1828, 0
78, 116.6070145, 40.11921792, 16517, 234, 50
1924, 116.6722636, 39.8579026, 59602, 834, 12
910, 116.4765328, 39.88807577, 86671, 1213, 2
433, 116.5548186, 40.10917381, 61806, 865, -3
714, 116.1896251, 39.73713826, 54458, 770, 5
978, 117.1028728, 40.08908436, 22588, 316, 13
19, 116.5678672, 39.79753552, 38641, 546, 37
817, 116.0332695, 39.99865868, 18496, 264, 4
286, 116.5809161, 39.68678201, 21795, 310, 19
1296, 115.955141, 40.51076855, 14680, 210, 3
651, 116.3852162, 39.90818763, 182792, 2559, 16
581, 116.5678672, 40.44049747, 25329, 351.14, 8
306, 116.2156955, 39.79753552, 61451, 860, 12
1359, 116.1765909, 39.86796106, 71065, 994, 0
353, 116.2287318, 39.88807577, 46681, 654, 31
55, 116.7766667, 40.6412949, 18763, 262, 17
1834, 116.5548186, 40.12926163, 29580, 422, 12
1025, 116.5026268, 40.05894688, 94028, 1316, 0
1840, 116.4243493, 40.10917381, 86720, 1214, 9
1651, 116.4634864, 40.13930497, 62909, 880, 3
1219, 116.8158178, 40.53084713, 18763, 262, -2
289, 116.0984028, 39.76734085, 59705, 836, 17
360, 116.620064, 40.40034399, 37062, 529, 10
1468, 116.5678672, 40.04890012, 120270, 1683, 0
489, 116.2939233, 40.08908436, 65057, 910, 1
1309, 116.2939233, 39.80759871, 80226, 1123, 14
235, 116.3852162, 39.51537506, 31934, 447, -6
79, 116.7244649, 39.83778341, 40488, 578, 11
348, 116.0462943, 39.72706891, 22751, 321, 16
1264, 116.2287318, 40.04890012, 70630, 988, 22
1348, 116.2939233, 40.01875684, 105647, 1494, 3
857, 116.3460874, 40.12926163, 62418, 873, -7
1990, 116.3982601, 40.08908436, 42107, 601, 24
321, 116.1896251, 39.83778341, 48638, 694, 48
704, 116.3460874, 39.89813205, 133857, 1892, 8
149, 116.5809161, 40.54088668, 25843, 362, -1
811, 116.2548064, 39.8579026, 66337, 928, 4
1552, 116.3069634, 39.59607716, 53465, 763, 7
485, 116.2678448, 39.64647925, 25520, 357, -6
854, 116.3069634, 40.21963965, 46177, 660, 9
969, 116.4373946, 39.87801878, 131998, 1848, 59
141, 116.0853743, 40.10917381, 57898, 818, 1
68, 116.3069634, 40.05894688, 117652, 1647, 0
1218, 116.6592135, 40.09912929, 39959, 559, -2
1551, 116.5026268, 39.93835031, 96741, 1368, 1
1978, 116.3330455, 39.70692738, 33441, 477, 12
415, 116.8549682, 39.81766108, 26120, 373, 9
1365, 116.2548064, 39.75727422, 41525, 592, 9
1426, 116.1765909, 39.79753552, 40726, 570, -8
1347, 116.3460874, 40.08908436, 65984, 924, 8
513, 116.3330455, 40.02880511, 131739, 1844, 25
273, 115.8640392, 40.11921792, 18683, 264, 27
1450, 116.6461635, 40.12926163, 61201, 856, 0
1030, 116.4504403, 39.86796106, 63492, 889, -48
1479, 116.4895796, 40.2296802, 36156, 516, 10
63, 116.4504403, 39.88807577, 68897, 965, 12
288, 116.9332647, 40.05894688, 27711, 396, 17
1205, 116.3591298, 39.93835031, 179752, 2516, 14
887, 116.5678672, 39.87801878, 47737, 668, 0
696, 116.6722636, 39.86796106, 52208, 730, -8
144, 116.2548064, 40.03885287, 144403, 2022, 0
245, 117.0245996, 40.2397205, 52466, 750, 14
1808, 116.2678448, 40.00870803, 151619, 2144, 0
158, 116.7766667, 40.24976058, 36500, 511, -3
609, 116.4895796, 39.79753552, 71377, 999, 2
285, 116.2939233, 39.75727422, 48174, 687, 46
1049, 116.2939233, 40.18951644, 55252, 774, 28
1346, 116.5548186, 40.07903898, 25620, 362, 16
823, 116.4373946, 39.98860877, 81379, 1138, 13
45, 117.063738, 40.10917381, 30893, 432, 6
1603, 116.4634864, 39.84784339, 54014, 771, 48
1064, 116.3200042, 39.69685518, 40028, 560, 0
1794, 116.0984028, 39.94840323, 67538, 945, -17
1569, 116.1635576, 39.91824252, 31065, 444, 9
176, 116.2939233, 40.10917381, 42181, 602, 55
802, 116.6853138, 39.75727422, 30665, 429, 12
1748, 116.4504403, 39.87801878, 73019, 1022, -43
423, 116.3460874, 39.69685518, 28511, 399, 0
217, 116.9854579, 40.57100652, 30516, 435, 9
769, 116.4895796, 39.74720669, 68773, 962, 23
735, 116.6070145, 39.90818763, 53634, 751, 1
1251, 116.0984028, 40.2296802, 25624, 366, 18
900, 116.5026268, 40.40034399, 25843, 362, -2
1624, 116.5156743, 39.98860877, 61841, 865, -7
96, 116.5287221, 40.10917381, 65204, 921, 47
678, 116.9593618, 40.43045906, 20132, 284, 8
754, 116.2026599, 40.21963965, 30341, 424, -2
1955, 116.6853138, 39.87801878, 19512, 264.81, 1
1922, 116.4243493, 40.05894688, 141366, 1978, 9
510, 116.5809161, 39.65655647, 22237, 310, 64
1111, 116.5678672, 39.80759871, 69959, 979, 19
793, 116.1635576, 39.78747148, 33989, 481, 3
1184, 116.5156743, 40.24976058, 54400, 762, -1
115, 116.1765909, 40.24976058, 40154, 567, 18
719, 116.1244622, 39.91824252, 36071, 505, -52
709, 116.5809161, 39.92829675, 56147, 794, 3
464, 116.5026268, 39.91824252, 65401, 915, 2
373, 116.4634864, 40.2296802, 36156, 516, 9
1275, 116.2026599, 39.8579026, 50105, 708, 35
166, 116.1765909, 40.08908436, 77508, 1084, 14
411, 116.2026599, 40.11921792, 59501, 841, 11
351, 116.2026599, 40.06899316, 69719, 975, 8
1380, 116.6722636, 40.27987959, 34080, 477, 20
926, 116.5026268, 39.7774066, 34584, 494, 5
1330, 116.2156955, 39.76734085, 32162, 450, -1
1160, 116.3591298, 39.99865868, 109037, 1526, 0
613, 115.9942008, 39.66663267, 16559, 236, 19
253, 116.4243493, 39.86796106, 77759, 1088, 1
1291, 116.3591298, 39.81766108, 61300, 866, 0
465, 116.7114145, 39.84784339, 40897, 560.66, 10
1645, 116.3200042, 39.7774066, 48654, 681, -5
711, 116.6331137, 40.33007471, 37402, 529, 23
1556, 116.1896251, 39.81766108, 43112, 615, 10
1641, 115.9942008, 39.8579026, 36244, 507, -4
1781, 116.1635576, 39.8579026, 41885, 586, -2
1496, 116.5548186, 40.09912929, 46569, 658, 8
1321, 116.4504403, 40.00870803, 106131, 1486, 0
88, 116.3982601, 39.83778341, 61242, 856, -3
207, 116.3460874, 40.14934794, 38240, 541, 4
1441, 116.6070145, 40.09912929, 22986, 324, 22
30, 116.1114321, 40.21963965, 25624, 366, 15
801, 116.9985054, 40.06899316, 27466, 384, 2
1007, 116.7636163, 39.63640098, 22417, 320, 3
1735, 116.5678672, 39.72706891, 27108, 379, -2
1206, 116.3330455, 40.16943283, 38626, 541, -7
37, 116.2026599, 39.82772264, 32961, 470, 1
683, 116.4243493, 39.87801878, 124014, 1735, 31
947, 116.5287221, 40.01875684, 100999, 1413, 1
525, 116.2417688, 39.84784339, 55223, 781, 17
50, 116.5156743, 39.92829675, 103364, 1461, 3
421, 116.3721728, 40.02880511, 100825, 1425, 7
688, 116.3721728, 39.65655647, 16827, 237, 3
1692, 116.1765909, 40.32003595, 59591, 834, -14
1091, 116.2287318, 39.93835031, 83733, 1184, 9
1324, 116.2808837, 39.69685518, 32264, 456, 2
930, 116.5026268, 40.03885287, 106952, 1497, -1
840, 116.3200042, 40.04890012, 97586, 1365, 46
1302, 116.1635576, 40.10917381, 52151, 729, -9
1214, 116.2026599, 39.91824252, 89580, 1254, 7
904, 116.4895796, 40.03885287, 145226, 2032, 0
1914, 116.5156743, 39.84784339, 53166, 759, 12
492, 116.2939233, 40.20959886, 54152, 774, 12
1644, 116.2026599, 39.80759871, 32029, 448, 0
1053, 116.4243493, 40.27987959, 34348, 481, 6
1940, 116.3069634, 39.89813205, 115957, 1623, 0
4, 116.3721728, 40.07903898, 70689, 989, -9
682, 116.2417688, 40.20959886, 26880, 384, 20
169, 116.4504403, 40.01875684, 114397, 1601, 25
1647, 116.1244622, 39.74720669, 27793, 388, -13
252, 116.3460874, 40.07903898, 38805, 549, 23
1981, 116.4113045, 39.91824252, 210354, 2944, 30
448, 116.6070145, 40.2296802, 29709, 424, 8
1751, 116.5417702, 39.95845553, 81097, 1135, -8
700, 116.0332695, 39.82772264, 24685, 352, 22
358, 116.0984028, 40.11921792, 58483, 818, 11
72, 116.3330455, 39.88807577, 144468, 2042, 57
1618, 116.5026268, 39.79753552, 30555, 432, 13
1028, 116.6461635, 40.17947479, 34066, 487, 14
662, 116.2417688, 40.21963965, 52102, 744, 7
657, 116.3069634, 40.14934794, 71989, 1017, 11
877, 116.7375153, 39.62632165, 22417, 320, 5
1152, 116.1896251, 40.13930497, 60102, 841, 5
977, 116.5678672, 39.81766108, 36603, 523, 13
740, 116.8941173, 40.04890012, 27991, 396, 9
269, 116.6722636, 39.84784339, 51814, 724, -9
520, 116.1114321, 39.65655647, 16436, 235, 32
455, 117.0115527, 40.03885287, 12670, 177, -1
1395, 116.5026268, 39.87801878, 69888, 978, 16
892, 116.2548064, 40.08908436, 100151, 1401, -48
47, 116.4504403, 40.10917381, 48258, 682, 48
471, 116.5809161, 39.99865868, 125318, 1754, 5
1483, 116.2417688, 39.66663267, 32264, 456, 1
399, 116.2026599, 40.20959886, 31728, 448, 13
81, 116.5548186, 39.87801878, 48494, 679, -5
195, 116.7114145, 39.7774066, 30358, 429, 3
653, 116.3721728, 39.66663267, 16659, 237, 9
342, 116.6853138, 40.33007471, 25108, 355, 10
643, 116.2026599, 39.76734085, 46440, 663, 39
597, 116.2939233, 39.91824252, 141408, 1980, -13
493, 116.2939233, 39.92829675, 154038, 2156, 26
71, 116.6853138, 39.73713826, 30358, 429, 15
361, 116.1374932, 39.70692738, 38173, 544, 12
1708, 116.6983641, 40.17947479, 47616, 667, -1
330, 116.8027675, 40.15939055, 28061, 397, 14
1631, 116.1114321, 39.93835031, 47540, 665, 9
293, 116.1896251, 39.88807577, 46098, 658, 21
1738, 116.7375153, 40.33007471, 25886, 366, 10
932, 116.3200042, 39.63640098, 18446, 260, 22
1210, 116.3591298, 39.86796106, 79964, 1130, 16
1150, 116.6592135, 40.10917381, 38188, 546, 19
878, 116.1765909, 40.07903898, 77508, 1084, 3
517, 116.3330455, 39.87801878, 127234, 1781, 29
528, 116.5417702, 40.14934794, 46181, 646, 5
366, 116.0853743, 39.7774066, 46566, 658, 7
239, 116.6592135, 39.89813205, 42304, 604, 7
1943, 116.6461635, 40.15939055, 32248, 451, 12
1909, 116.8419182, 39.79753552, 26384, 373, 12
377, 116.3591298, 40.00870803, 93951, 1328, 15
632, 116.3852162, 39.92829675, 169993, 2379, 23
1746, 115.9942008, 40.00870803, 18496, 264, 2
778, 116.8158178, 39.82772264, 26384, 373, 5
690, 116.2287318, 39.63640098, 18484, 264, 20
1139, 116.3200042, 39.95845553, 130304, 1824, 10
523, 116.3460874, 39.92829675, 185875, 2602, 6
993, 116.5678672, 39.84784339, 75462, 1056, 11
114, 116.0853743, 39.98860877, 27927, 398, 16
1503, 116.1765909, 40.01875684, 70993, 993, -3
319, 116.5026268, 39.78747148, 34584, 494, 14
1639, 116.1765909, 39.65655647, 54090, 757, -26
1825, 116.8419182, 39.84784339, 26650, 373, -5
1973, 115.9681599, 39.71699862, 21623, 308, 12
188, 116.6070145, 39.97855828, 60709, 858, 17
1900, 116.3200042, 40.06899316, 65154, 921, 0
606, 116.2156955, 39.92829675, 76973, 1077, 11
263, 116.1635576, 39.9685072, 76723, 1084, 11
367, 116.3852162, 39.75727422, 39449, 564, 14
731, 116.3591298, 39.89813205, 261216, 3657, 7
237, 116.1374932, 39.92829675, 47810, 676, 18
150, 116.6461635, 39.74720669, 32028, 452, 5
1890, 116.6461635, 39.8579026, 46064, 657, 12
117, 116.5287221, 39.64647925, 22050, 314, 51
1964, 116.5026268, 39.71699862, 44451, 634, 12
1886, 116.3721728, 39.84784339, 64303, 900, 1
119, 116.2026599, 39.93835031, 75891, 1072, 0
796, 116.3852162, 39.97855828, 94634, 1324, 37
1895, 116.3721728, 39.75727422, 35346, 505, 12
923, 115.955141, 39.65655647, 30011, 428, 18
1202, 116.4634864, 39.80759871, 67031, 938, 9
1357, 116.5417702, 39.87801878, 47529, 679, 10
1864, 116.5809161, 40.00870803, 125318, 1754, 9
281, 116.620064, 40.26984011, 28363, 405, 29
73, 116.4113045, 39.53555767, 36887, 516, -2
1487, 116.3200042, 39.79753552, 51626, 722, -2
720, 116.0853743, 39.67670784, 38023, 532, -10
698, 116.4765328, 39.84784339, 51898, 741, 7
1592, 116.5678672, 40.25980045, 20825, 291, -3
1011, 116.3721728, 39.92829675, 171435, 2400, 5
1470, 116.1244622, 40.07903898, 58483, 818, 10
1844, 116.3460874, 39.88807577, 128465, 1798, 12
1541, 116.3330455, 39.86796106, 84638, 1184, 8
822, 116.5548186, 39.93835031, 55997, 792, 10
477, 117.0376461, 40.07903898, 27610, 394, 19
1485, 116.7375153, 39.9685072, 36651, 518, 14
1607, 116.6722636, 39.87801878, 55357, 790, 5
1477, 116.5287221, 39.91824252, 72411, 1023, 28
874, 116.7636163, 39.81766108, 21330, 301, 12
773, 116.7375153, 40.20959886, 36500, 511, -4
251, 116.7114145, 40.80202228, 18389, 262, 15
1447, 116.2417688, 40.00870803, 114893, 1608, 11
180, 116.828868, 40.38026729, 32556, 460, 1
1642, 116.3330455, 39.90818763, 160376, 2244, -5
106, 116.5548186, 40.06899316, 49220, 703, 10
1816, 116.4243493, 40.06899316, 60755, 850, 10
1663, 116.2939233, 39.66663267, 23994, 339, 3
897, 116.2026599, 39.95845553, 213599, 2990, 9
1056, 116.4765328, 40.03885287, 145226, 2032, 10
58, 116.6722636, 39.99865868, 57982, 811, -21
873, 116.5156743, 40.19955779, 27347, 382, -6
410, 116.3852162, 40.08908436, 53262, 760, 10
633, 116.1374932, 40.10917381, 57898, 818, 28
906, 116.4765328, 39.73713826, 120149, 1682, -24
1772, 116.3721728, 40.00870803, 161603, 2262, 15
1349, 116.5156743, 39.7774066, 47358, 663, -1
1998, 116.5548186, 39.81766108, 13696, 195, 4
789, 116.3591298, 39.95845553, 117454, 1644, 7
184, 116.4243493, 39.90818763, 137542, 1926, 36
1830, 115.8770504, 40.02880511, 14630, 206, 5
1590, 116.3200042, 39.74720669, 48439, 692, 7
458, 116.5026268, 40.19955779, 30507, 435, 12
1962, 116.2678448, 39.97855828, 130217, 1822, 9
1997, 116.3460874, 40.00870803, 30644, 438, 24
469, 116.2808837, 39.74720669, 41141, 588, 19
1469, 116.5939652, 39.9685072, 60709, 858, 11
1812, 116.6983641, 39.74720669, 30665, 429, -9
813, 116.2417688, 40.03885287, 116572, 1632, 0
843, 116.7766667, 40.38026729, 27185, 384, 3
860, 115.9421232, 39.70692738, 24314, 346, 24
1714, 116.5026268, 39.86796106, 52500, 750, 6
1043, 117.063738, 40.29995806, 53531, 750, -12
578, 116.3852162, 39.83778341, 87382, 1222, 0
1857, 116.5417702, 39.76734085, 39546, 553, 12
1732, 116.3460874, 39.73713826, 37679, 528, -1
716, 116.1765909, 39.84784339, 39231, 560, 17
705, 116.7636163, 40.42042068, 13904, 199, 5
1169, 116.150525, 40.03885287, 72481, 1015, 7
964, 116.3591298, 39.70692738, 30460, 435, 16
1138, 116.3721728, 39.7774066, 50304, 711, 8
1336, 116.3330455, 39.91824252, 188590, 2666, 43
103, 116.3460874, 39.90818763, 221266, 3097, 14
630, 115.9942008, 39.71699862, 27013, 378, 0
674, 115.9811798, 39.70692738, 26634, 380, 19
530, 116.3721728, 40.06899316, 94646, 1324, 0
392, 116.4504403, 39.93835031, 96670, 1366, 14
1241, 116.4895796, 39.97855828, 60464, 846, 12
372, 116.1765909, 39.73713826, 41650, 583, 25
671, 116.6592135, 40.19955779, 47597, 680, 23
419, 116.868018, 40.20959886, 30492, 427, -8
519, 116.620064, 39.95845553, 36235, 517, 26
40, 116.6070145, 39.62632165, 28663, 409, 21
1965, 116.0332695, 39.93835031, 31727, 448, 12
155, 116.1765909, 39.91824252, 52247, 739, 5
1980, 116.4373946, 40.03885287, 112086, 1569, 0
612, 117.063738, 40.19955779, 52996, 750, 25
